ubigeo,departamento,provincia,distrito,c1_rows,atenciones_missing_share,atendidos_missing_share,total_emergency_attentions,total_emergency_attended,total_populated_centers,matched_centers,coverage_share,mean_distance_km,median_distance_km,share_over_20km,share_over_30km,q1_territorial_availability_score,q2_settlement_access_score,q2_observed_settlement_access_score,q3_baseline_combined_score,q4_alternative_combined_score,baseline_rank_best_to_worst,alternative_rank_best_to_worst,rank_shift_alt_minus_base,abs_rank_shift,q1_missing_dominant,q1_reported_zero_activity,q2_no_matched_centers,q2_observed_low_access,q4_observed_no_matched_centers,q3_low_score_cause,q3_baseline_level,q4_alternative_level,facility_component,activity_component,distance_component,remote_tail_component,coverage_component,matched_centers_observed,coverage_share_observed,mean_distance_km_observed,median_distance_km_observed,share_over_20km_observed,share_over_30km_observed,distance_component_observed,remote_tail_component_observed
230406,TACNA,TARATA,SUSAPAYA,0.0,0.0,0.0,0.0,0.0,80.0,80.0,1.0,58.92977605037871,56.15368220036228,1.0,1.0,0.0506484740881968,0.1931913369326845,0.1623775521083601,0.12191990551044066,0.10651301309827846,1779,1854,-75,75,False,False,False,True,False,Observed low geospatial access,Very low availability,Very low availability,0.1012969481763936,0.0,0.2759876241895493,0.0,1.0,80.0,1.0,89.65215766083955,93.38961287663497,1.0,1.0,0.2319679315833716,0.0
180203,MOQUEGUA,GENERAL SANCHEZ CERRO,COALAQUE,0.0,0.0,0.0,0.0,0.0,36.0,36.0,1.0,54.66396572070377,56.1384437630308,1.0,1.0,0.0506484740881968,0.1932259497664417,0.223624180534675,0.12193721192731925,0.1371363273114359,1778,1778,0,0,False,False,False,True,False,Observed low geospatial access,Very low availability,Very low availability,0.1012969481763936,0.0,0.2760370710949167,0.0,1.0,36.0,1.0,54.66396572070377,56.1384437630308,1.0,1.0,0.31946311504953573,0.0
230402,TACNA,TARATA,HEROES ALBARRACIN,0.0,0.0,0.0,0.0,0.0,14.0,14.0,1.0,55.767213977654585,56.06414655815675,1.0,1.0,0.0506484740881968,0.1933948419746327,0.22378294194726353,0.12202165803141475,0.13721570801773017,1777,1777,0,0,False,False,False,True,False,Observed low geospatial access,Very low availability,Very low availability,0.1012969481763936,0.0,0.2762783456780467,0.0,1.0,14.0,1.0,55.767213977654585,56.06414655815675,1.0,1.0,0.31968991706751937,0.0
040309,AREQUIPA,CARAVELI,HUANUHUANU,0.0,0.0,0.0,0.0,0.0,40.0,40.0,1.0,47.93782364659849,48.3923066627583,1.0,1.0,0.0319556292752363,0.212135899537754,0.2414357524017519,0.12204576440649514,0.13669569083849412,1776,1779,-3,3,False,False,False,True,False,Observed low geospatial access,Very low availability,Very low availability,0.0639112585504727,0.0,0.3030512850539343,0.0,1.0,40.0,1.0,47.925687118807,48.37777134794964,1.0,1.0,0.3449082177167885,0.0
060418,CAJAMARCA,CHOTA,TOCMOCHE,0.0,0.0,0.0,0.0,0.0,42.0,42.0,1.0,48.10648987986507,48.26190498213167,1.0,1.0,0.0319556292752363,0.2124790470406778,0.5883820700164097,0.12221733815795705,0.31016884964582303,1775,1368,407,407,False,False,False,True,False,Observed low geospatial access,Very low availability,Low availability,0.0639112585504727,0.0,0.303541495772397,0.0,1.0,42.0,1.0,24.76536224436271,25.591347215017418,0.8571428571428571,0.09523809523809523,0.45279071226834056,0.9047619047619048
150503,LIMA,CAÑETE,CALANGO,0.0,0.0,0.0,0.0,0.0,55.0,55.0,1.0,47.88118057940771,47.81278087598704,1.0,1.0,0.0319556292752363,0.213667892785817,0.5935164791271522,0.12281176103052664,0.31273605420119427,1774,1363,411,411,False,False,False,True,False,Observed low geospatial access,Very low availability,Low availability,0.0639112585504727,0.0,0.3052398468368815,0.0,1.0,55.0,1.0,22.372903244319385,19.607046266459793,0.4727272727272727,0.18181818181818182,0.49723133381800977,0.8181818181818181
040608,AREQUIPA,CONDESUYOS,YANAQUIHUA,4.0,1.0,1.0,0.0,0.0,74.0,74.0,1.0,55.402392054066176,57.04977610527982,1.0,0.9864864864864864,0.0506484740881968,0.1952260493615789,0.22603959158627335,0.12293726172488785,0.13834403283723506,1773,1772,1,1,True,False,False,True,False,Missing-dominant activity,Very low availability,Very low availability,0.1012969481763936,0.0,0.2731028504393213,0.0135135135135134,1.0,74.0,1.0,55.24281415278908,56.91097111072098,1.0,0.9864864864864865,0.31712219647459905,0.013513513513513487
151025,LIMA,YAUYOS,QUINOCAY,0.0,0.0,0.0,0.0,0.0,38.0,38.0,1.0,56.87004149851305,55.21800768448655,1.0,1.0,0.0506484740881968,0.1953339466668559,0.2288272391044705,0.12299121037752636,0.13973785659633364,1772,1767,5,5,False,False,False,True,False,Observed low geospatial access,Very low availability,Very low availability,0.1012969481763936,0.0,0.2790484952383656,0.0,1.0,38.0,1.0,53.349496889559255,53.75314931172776,1.0,1.0,0.3268960558635293,0.0
150808,LIMA,HUAURA,PACCHO,0.0,0.0,0.0,0.0,0.0,62.0,62.0,1.0,63.99521326245979,66.3444519309001,1.0,1.0,0.0741986734039763,0.1718937715688159,0.6660650991137168,0.1230462224863961,0.3701318862588466,1771,990,781,781,False,False,False,True,False,Observed low geospatial access,Very low availability,Medium availability,0.1483973468079527,0.0,0.2455625308125941,0.0,1.0,62.0,1.0,18.3729504561578,16.780209820222993,0.3225806451612903,0.0,0.522950141591024,1.0
040301,AREQUIPA,CARAVELI,CARAVELI,0.0,0.0,0.0,0.0,0.0,47.0,47.0,1.0,56.41776129445043,55.14963813880178,1.0,1.0,0.0506484740881968,0.1954919020739488,0.2257542124233649,0.1230701880810728,0.13820134325578085,1770,1773,-3,3,False,False,False,True,False,Observed low geospatial access,Very low availability,Very low availability,0.1012969481763936,0.0,0.2792741458199269,0.0,1.0,47.0,1.0,56.41776129445043,55.14963813880178,1.0,1.0,0.3225060177476642,0.0
250202,UCAYALI,ATALAYA,SEPAHUA,10.0,1.0,1.0,0.0,0.0,49.0,49.0,1.0,67.27649232110451,65.41764881485051,1.0,1.0,0.0741986734039763,0.1736925363932882,0.16730198284834458,0.12394560489863224,0.12075032812616043,1769,1838,-69,69,True,False,False,True,False,Missing-dominant activity,Very low availability,Very low availability,0.1483973468079527,0.0,0.2481321948475545,0.0,1.0,49.0,1.0,94.66682681042762,89.65601495572152,1.0,1.0,0.23900283264049227,0.0
040408,AREQUIPA,CASTILLA,MACHAGUAY,2.0,1.0,1.0,0.0,0.0,55.0,55.0,1.0,46.99496820085415,46.80569075670935,1.0,1.0,0.0319556292752363,0.2163739497372215,0.24653007426497112,0.12416478950622889,0.1392428517701037,1768,1768,0,0,True,False,False,True,False,Missing-dominant activity,Very low availability,Very low availability,0.0639112585504727,0.0,0.309105642481745,0.0,1.0,55.0,1.0,46.547343371932485,46.35863850330839,1.0,1.0,0.3521858203785302,0.0
110405,ICA,PALPA,TIBILLO,0.0,0.0,0.0,0.0,0.0,57.0,57.0,1.0,46.81644388105005,48.44656298562802,1.0,0.9824561403508772,0.0319556292752363,0.2172565506081731,0.24652903892497371,0.12460608994170469,0.139242334100105,1767,1769,-2,2,False,False,False,True,False,Observed low geospatial access,Very low availability,Very low availability,0.0639112585504727,0.0,0.3028477038763375,0.0175438596491228,1.0,57.0,1.0,46.81644388105005,48.44656298562802,1.0,0.9824561403508771,0.34466554432890983,0.01754385964912286
160303,LORETO,LORETO,TIGRE,0.0,0.0,0.0,0.0,0.0,88.0,88.0,1.0,102.0425217171344,84.35428044083537,1.0,0.9886363636363636,0.1061543026792127,0.1445409595184654,0.10060581261955766,0.12534763109883906,0.10338005764938518,1766,1857,-91,91,False,False,False,True,False,Observed low geospatial access,Very low availability,Very low availability,0.2123086053584255,0.0,0.2016169551562493,0.0113636363636363,1.0,88.0,1.0,163.01914853884267,155.59901849436443,1.0,1.0,0.14372258945651095,0.0
150904,LIMA,OYON,COCHAMARCA,0.0,0.0,0.0,0.0,0.0,36.0,36.0,1.0,58.56546995532545,58.72170699206036,1.0,1.0,0.0639112585504727,0.1874862918792845,0.6257157388727197,0.1256987752148786,0.34481349871159617,1765,1225,540,540,False,False,False,True,False,Observed low geospatial access,Very low availability,Low availability,0.1278225171009454,0.0,0.2678375598275493,0.0,1.0,36.0,1.0,23.72710200521173,23.748723450292367,0.8333333333333334,0.0,0.4653081983895996,1.0
021013,ANCASH,HUARI,RAPAYAN,0.0,0.0,0.0,0.0,0.0,29.0,29.0,1.0,44.82020460092975,45.48577872145546,1.0,1.0,0.0319556292752363,0.2200081929302555,0.2505501667159159,0.1259819111027459,0.1412528979955761,1764,1761,3,3,False,False,False,True,False,Observed low geospatial access,Very low availability,Very low availability,0.0639112585504727,0.0,0.3142974184717937,0.0,1.0,29.0,1.0,43.86414773639477,44.82373125853679,1.0,1.0,0.3579288095941656,0.0
150802,LIMA,HUAURA,AMBAR,1.0,1.0,1.0,0.0,0.0,186.0,186.0,1.0,52.83689143088601,52.68504841446093,1.0,1.0,0.0506484740881968,0.2013181781143669,0.3274848892870248,0.12598332610128185,0.1890666816876108,1763,1582,181,181,True,False,False,True,False,Missing-dominant activity,Very low availability,Very low availability,0.1012969481763936,0.0,0.2875973973062385,0.0,1.0,186.0,1.0,36.07588660018303,36.23593123349814,1.0,0.8279569892473119,0.39410283723031203,0.17204301075268813
090606,HUANCAVELICA,HUAYTARA,OCOYO,6.0,1.0,1.0,0.0,0.0,134.0,134.0,1.0,58.19377843682149,58.23038670216448,1.0,1.0,0.0639112585504727,0.1885585716440309,0.21923676946500154,0.1262349150972518,0.14157401400773711,1762,1758,4,4,True,False,False,True,False,Missing-dominant activity,Very low availability,Very low availability,0.1278225171009454,0.0,0.2693693880629013,0.0,1.0,134.0,1.0,58.19377843682149,58.23038670216448,1.0,1.0,0.3131953849500022,0.0
150610,LIMA,HUARAL,SANTA CRUZ DE ANDAMARCA,0.0,0.0,0.0,0.0,0.0,47.0,47.0,1.0,57.999007981531655,57.85528128436417,1.0,1.0,0.0639112585504727,0.189383223496196,0.4515308761079092,0.12664724102333436,0.257721067329191,1761,1459,302,302,False,False,False,True,False,Observed low geospatial access,Very low availability,Low availability,0.1278225171009454,0.0,0.270547462137423,0.0,1.0,47.0,1.0,30.715670041428222,29.973747494887327,0.9787234042553191,0.48936170212765956,0.42619912392315296,0.5106382978723405
180105,MOQUEGUA,MARISCAL NIETO,SAN CRISTOBAL,0.0,0.0,0.0,0.0,0.0,68.0,68.0,1.0,64.1965357685376,62.64490224282935,1.0,1.0,0.0741986734039763,0.1792277800968348,0.21046567420567036,0.12671322675040556,0.14233217380482333,1760,1753,7,7,False,False,False,True,False,Observed low geospatial access,Very low availability,Very low availability,0.1483973468079527,0.0,0.2560396858526212,0.0,1.0,68.0,1.0,64.21035044413463,62.644902242829346,1.0,1.0,0.3006652488652434,0.0
021708,ANCASH,RECUAY,PARARIN,2.0,1.0,1.0,0.0,0.0,44.0,44.0,1.0,45.38583062728633,44.96052472652798,1.0,1.0,0.0319556292752363,0.2214832116061017,0.6615306694207154,0.126719420440669,0.34674314934797584,1759,1201,558,558,True,False,False,True,False,Missing-dominant activity,Very low availability,Low availability,0.0639112585504727,0.0,0.3164045880087168,0.0,1.0,44.0,1.0,17.420167774237793,17.453397084111558,0.29545454545454547,0.0,0.5164723848867363,1.0
040508,AREQUIPA,CAYLLOMA,HUANCA,2.0,1.0,1.0,0.0,0.0,64.0,64.0,1.0,44.24142945464677,44.76627011465003,1.0,1.0,0.0319556292752363,0.2220329914338738,0.2507032665185966,0.12699431035455505,0.14132944789691645,1758,1760,-2,2,True,False,False,True,False,Missing-dominant activity,Very low availability,Very low availability,0.0639112585504727,0.0,0.3171899877626769,0.0,1.0,64.0,1.0,44.24142945464677,44.76627011465003,1.0,1.0,0.3581475235979952,0.0
040804,AREQUIPA,LA UNION,HUAYNACOTAS,6.0,1.0,1.0,0.0,0.0,141.0,141.0,1.0,55.03150047252431,57.5051729544653,1.0,1.0,0.0639112585504727,0.1901576763457908,0.20742986858333784,0.12703446744813174,0.13567056356690527,1757,1785,-28,28,True,False,False,True,False,Missing-dominant activity,Very low availability,Very low availability,0.1278225171009454,0.0,0.2716538233511297,0.0,1.0,141.0,1.0,64.45253231486095,64.24826982285894,1.0,1.0,0.29632838369048264,0.0
180201,MOQUEGUA,GENERAL SANCHEZ CERRO,OMATE,2.0,1.0,1.0,0.0,0.0,48.0,48.0,1.0,57.03915049722383,57.38570263845124,1.0,1.0,0.0639112585504727,0.1904230101499263,0.22098937187366727,0.1271671343501995,0.14245031521206997,1756,1752,4,4,True,False,False,True,False,Missing-dominant activity,Very low availability,Very low availability,0.1278225171009454,0.0,0.2720328716427519,0.0,1.0,48.0,1.0,57.03915049722383,57.385702638451235,1.0,1.0,0.31569910267666756,0.0
020903,ANCASH,CORONGO,BAMBAS,2.0,1.0,1.0,0.0,0.0,13.0,13.0,1.0,44.9181763821178,44.55323435544991,1.0,1.0,0.0319556292752363,0.2226386150215615,0.25127256250512015,0.1272971221483989,0.14161409589017823,1755,1757,-2,2,True,False,False,True,False,Missing-dominant activity,Very low availability,Very low availability,0.0639112585504727,0.0,0.3180551643165165,0.0,1.0,13.0,1.0,44.9181763821178,44.55323435544991,1.0,1.0,0.35896080357874305,0.0
150609,LIMA,HUARAL,SAN MIGUEL DE ACOS,0.0,0.0,0.0,0.0,0.0,12.0,12.0,1.0,51.07462650018192,51.35359804873587,1.0,1.0,0.0506484740881968,0.2045780209534038,0.2430632392723279,0.1276132475208003,0.14685585668026235,1754,1736,18,18,False,False,False,True,False,Observed low geospatial access,Very low availability,Very low availability,0.1012969481763936,0.0,0.2922543156477197,0.0,1.0,12.0,1.0,47.05660461549317,47.72353080321096,1.0,1.0,0.34723319896046845,0.0
040119,AREQUIPA,AREQUIPA,SAN JUAN DE TARUCANI,4.0,1.0,1.0,0.0,0.0,330.0,330.0,1.0,51.397850427361504,53.41849479260423,1.0,0.9818181818181818,0.0506484740881968,0.2050113635449586,0.2326571408486627,0.1278299188165777,0.14165280746842976,1753,1755,-2,2,True,False,False,True,False,Missing-dominant activity,Very low availability,Very low availability,0.1012969481763936,0.0,0.2850811687005903,0.0181818181818181,1.0,330.0,1.0,53.67385890066902,54.487060275133025,1.0,0.9818181818181818,0.3245751362773104,0.018181818181818188
150404,LIMA,CANTA,HUAROS,0.0,0.0,0.0,0.0,0.0,110.0,110.0,1.0,49.86267981788039,51.07827880160507,1.0,1.0,0.0506484740881968,0.205262432815418,0.25144663770097203,0.1279554534518074,0.1510475558945844,1752,1717,35,35,False,False,False,True,False,Observed low geospatial access,Very low availability,Very low availability,0.1012969481763936,0.0,0.2932320468791686,0.0,1.0,110.0,1.0,44.92795661814994,44.488292008892515,1.0,1.0,0.3592094824299601,0.0
100904,HUANUCO,PUERTO INCA,TOURNAVISTA,0.0,0.0,0.0,0.0,0.0,47.0,47.0,1.0,60.28145532839756,61.22194271913093,1.0,1.0,0.0741986734039763,0.1821628113873693,0.6033474044862801,0.12818074239567281,0.3387730389451282,1751,1263,488,488,False,False,False,True,False,Observed low geospatial access,Very low availability,Low availability,0.1483973468079527,0.0,0.2602325876962419,0.0,1.0,47.0,1.0,21.377173735479154,20.719740060231526,0.5531914893617021,0.1276595744680851,0.4880646811810082,0.8723404255319149
150305,LIMA,CAJATAMBO,MANAS,0.0,0.0,0.0,0.0,0.0,99.0,99.0,1.0,50.38389542930978,50.57546257452674,1.0,1.0,0.0506484740881968,0.2065217662701096,0.2622831449892859,0.1285851201791532,0.15646580953874134,1750,1686,64,64,False,False,False,True,False,Observed low geospatial access,Very low availability,Very low availability,0.1012969481763936,0.0,0.2950310946715853,0.0,1.0,99.0,1.0,41.035437854093864,40.622592857619786,1.0,1.0,0.3746902071275513,0.0
150513,LIMA,CAÑETE,SAN ANTONIO,0.0,0.0,0.0,0.0,0.0,32.0,32.0,1.0,42.94472957134283,43.63223749716367,1.0,1.0,0.0319556292752363,0.2252898590103271,0.7673282173637229,0.12862274414278171,0.3996419233194796,1749,747,1002,1002,False,False,False,True,False,Observed low geospatial access,Very low availability,High availability,0.0639112585504727,0.0,0.3218426557290388,0.0,1.0,32.0,1.0,7.518674273397431,6.7537171226229,0.0,0.0,0.6676117390910328,1.0
090408,HUANCAVELICA,CASTROVIRREYNA,HUAMATAMBO,2.0,1.0,1.0,0.0,0.0,44.0,44.0,1.0,43.14411549348409,43.180831373702425,1.0,1.0,0.0319556292752363,0.2266093527699537,0.7789701765414347,0.129282491022595,0.40546290290833553,1748,697,1051,1051,True,False,False,True,False,Missing-dominant activity,Very low availability,High availability,0.0639112585504727,0.0,0.3237276468142196,0.0,1.0,44.0,1.0,6.173853408610984,6.048108799204623,0.0,0.0,0.684243109344907,1.0
160205,LORETO,ALTO AMAZONAS,JEBEROS,0.0,0.0,0.0,0.0,0.0,28.0,28.0,1.0,60.73939155020162,60.05570810016262,1.0,1.0,0.0741986734039763,0.1846188068904992,0.29185096619045214,0.12940874014723774,0.18302481979721422,1747,1593,154,154,False,False,False,True,False,Observed low geospatial access,Very low availability,Very low availability,0.1483973468079527,0.0,0.2637411527007132,0.0,1.0,28.0,1.0,43.675794711912424,45.41196535623737,1.0,0.8571428571428571,0.3557054619047275,0.1428571428571429
120209,JUNIN,CONCEPCION,MARISCAL CASTILLA,3.0,1.0,1.0,0.0,0.0,33.0,33.0,1.0,42.99180895773733,42.96168445670086,1.0,1.0,0.0319556292752363,0.2272548046194993,0.2556118555322817,0.1296052169473678,0.14378374240375902,1746,1749,-3,3,True,False,False,True,False,Missing-dominant activity,Very low availability,Very low availability,0.0639112585504727,0.0,0.324649720884999,0.0,1.0,33.0,1.0,42.991808957737334,42.96168445670086,1.0,1.0,0.36515979361754536,0.0
230401,TACNA,TARATA,TARATA,2.0,1.0,1.0,0.0,0.0,132.0,132.0,1.0,67.27281990490414,67.57289412783024,1.0,1.0,0.0897107931332828,0.1695473572624403,0.16670323075255994,0.12962907519786154,0.12820701194292136,1745,1811,-66,66,True,False,False,True,False,Missing-dominant activity,Very low availability,Very low availability,0.1794215862665657,0.0,0.2422105103749148,0.0,1.0,132.0,1.0,87.41801766244569,90.10197022798764,1.0,1.0,0.2381474725036571,0.0
010115,AMAZONAS,CHACHAPOYAS,MONTEVIDEO,0.0,0.0,0.0,0.0,0.0,19.0,19.0,1.0,42.50766509767585,42.87563970011949,1.0,1.0,0.0319556292752363,0.2275091117185874,0.25585090832645724,0.12973237049691186,0.14390326880084678,1744,1748,-4,4,False,False,False,True,False,Observed low geospatial access,Very low availability,Very low availability,0.0639112585504727,0.0,0.3250130167408392,0.0,1.0,19.0,1.0,42.477115558449384,42.87563970011949,1.0,1.0,0.3655012976092247,0.0
150608,LIMA,HUARAL,PACARAOS,0.0,0.0,0.0,0.0,0.0,73.0,73.0,1.0,59.39405173228583,59.641094372997216,1.0,1.0,0.0741986734039763,0.1855032689774779,0.32375614337282316,0.1298509711907271,0.19897740838839972,1743,1558,185,185,False,False,False,True,False,Observed low geospatial access,Very low availability,Very low availability,0.1483973468079527,0.0,0.2650046699678257,0.0,1.0,73.0,1.0,36.739815767693266,36.675174930267424,1.0,0.8356164383561644,0.3920586783995321,0.1643835616438356
160506,LORETO,REQUENA,PUINAHUA,0.0,0.0,0.0,0.0,0.0,25.0,25.0,1.0,59.63538423196688,59.40071206277315,1.0,1.0,0.0741986734039763,0.1860188307532686,0.16596592755260042,0.13010875207862246,0.12008230047828836,1742,1839,-97,97,False,False,False,True,False,Observed low geospatial access,Very low availability,Very low availability,0.1483973468079527,0.0,0.2657411867903838,0.0,1.0,25.0,1.0,96.68030736288608,100.12622431665231,1.0,0.96,0.21995132507514348,0.040000000000000036
230107,TACNA,TACNA,PALCA,0.0,0.0,0.0,0.0,0.0,132.0,132.0,1.0,68.65213384226796,74.61311934240322,1.0,0.9924242424242424,0.1012969481763936,0.1591341652908004,0.19171367747901089,0.130215556733597,0.14650531282770224,1741,1738,3,3,False,False,False,True,False,Observed low geospatial access,Very low availability,Very low availability,0.2025938963527872,0.0,0.2240877685972474,0.0075757575757575,1.0,132.0,1.0,72.08091042268062,74.61311934240322,1.0,0.9924242424242424,0.2706299288661195,0.007575757575757569
150515,LIMA,CAÑETE,SANTA CRUZ DE FLORES,0.0,0.0,0.0,0.0,0.0,25.0,25.0,1.0,42.72257948847269,42.41717277975978,1.0,1.0,0.0319556292752363,0.2288725847251508,0.7429570334374014,0.13041410700019354,0.38745633135631885,1740,841,899,899,False,False,False,True,False,Observed low geospatial access,Very low availability,Medium availability,0.0639112585504727,0.0,0.326960835321644,0.0,1.0,25.0,1.0,8.312413746263111,8.46791990495432,0.0,0.0,0.6327957620534306,1.0
110203,ICA,CHINCHA,CHAVIN,0.0,0.0,0.0,0.0,0.0,73.0,73.0,1.0,42.41141260633341,43.78421159327518,1.0,0.9863013698630136,0.0319556292752363,0.2289582174757778,0.5733533085549061,0.13045692337550704,0.3026544689150712,1739,1384,355,355,False,False,False,True,False,Observed low geospatial access,Very low availability,Low availability,0.0639112585504727,0.0,0.32121232633526,0.0136986301369863,1.0,73.0,1.0,25.935186739672204,25.243793786181108,0.9726027397260274,0.1506849315068493,0.45508398286708707,0.8493150684931507
180102,MOQUEGUA,MARISCAL NIETO,CARUMAS,0.0,0.0,0.0,0.0,0.0,417.0,417.0,1.0,58.80961769512102,58.57022800022998,1.0,1.0,0.0741986734039763,0.1878159430238705,0.1762047049176589,0.1310073082139234,0.12520168916081761,1738,1823,-85,85,False,False,False,True,False,Observed low geospatial access,Very low availability,Very low availability,0.1483973468079527,0.0,0.2683084900341008,0.0,1.0,417.0,1.0,77.8310421442624,83.27700007180297,1.0,1.0,0.25172100702522704,0.0
180103,MOQUEGUA,MARISCAL NIETO,CUCHUMBAYA,0.0,0.0,0.0,0.0,0.0,22.0,22.0,1.0,54.27102518939749,53.99299963546525,1.0,1.0,0.0639112585504727,0.1981936551609545,0.2282939041069113,0.1310524568557136,0.146102581328692,1737,1740,-3,3,False,False,False,True,False,Observed low geospatial access,Very low availability,Very low availability,0.1278225171009454,0.0,0.2831337930870778,0.0,1.0,22.0,1.0,54.271025189397484,53.99299963546525,1.0,1.0,0.326134148724159,0.0
150602,LIMA,HUARAL,ATAVILLOS ALTO,0.0,0.0,0.0,0.0,0.0,65.0,65.0,1.0,61.67014772682901,62.21703031892436,1.0,1.0,0.0826041033634331,0.1801033627431055,0.2649253624943048,0.1313537330532693,0.17376473292886896,1736,1626,110,110,False,False,False,True,False,Observed low geospatial access,Very low availability,Very low availability,0.1652082067268663,0.0,0.2572905182044365,0.0,1.0,65.0,1.0,41.98279465730036,42.93188472734599,1.0,0.9692307692307692,0.36527799037647946,0.03076923076923077
090612,HUANCAVELICA,HUAYTARA,SAN ISIDRO,2.0,1.0,1.0,0.0,0.0,54.0,54.0,1.0,41.96738268144458,41.76041381190672,1.0,1.0,0.0319556292752363,0.2308510713744511,0.25899240455924255,0.1314033503248437,0.14547401691723943,1735,1743,-8,8,True,False,False,True,False,Missing-dominant activity,Very low availability,Very low availability,0.0639112585504727,0.0,0.3297872448206445,0.0,1.0,54.0,1.0,42.2194322917475,41.760413811906716,1.0,1.0,0.36998914937034655,0.0
151002,LIMA,YAUYOS,ALIS,0.0,0.0,0.0,0.0,0.0,39.0,39.0,1.0,48.82116313651496,48.36628894150602,1.0,1.0,0.0506484740881968,0.2122042918666875,0.24018275876384684,0.13142638297744214,0.14541561642602183,1734,1744,-10,10,False,False,False,True,False,Observed low geospatial access,Very low availability,Very low availability,0.1012969481763936,0.0,0.3031489883809821,0.0,1.0,39.0,1.0,49.00214712857372,48.88744687282605,1.0,1.0,0.34311822680549553,0.0
021507,ANCASH,PALLASCA,LLAPO,0.0,0.0,0.0,0.0,0.0,13.0,13.0,1.0,42.02874236628447,41.69510764177313,1.0,1.0,0.0319556292752363,0.2310494647665964,0.2551884933439924,0.13150254702091635,0.14357206130961436,1733,1750,-17,17,False,False,False,True,False,Observed low geospatial access,Very low availability,Very low availability,0.0639112585504727,0.0,0.3300706639522807,0.0,1.0,13.0,1.0,43.107902627199195,43.11448386488557,1.0,1.0,0.3645549904914177,0.0
150304,LIMA,CAJATAMBO,HUANCAPON,0.0,0.0,0.0,0.0,0.0,78.0,78.0,1.0,41.90071239418057,41.56807647034224,1.0,1.0,0.0319556292752363,0.2314362430743709,0.27278528767544485,0.1316959361748036,0.1523704584753406,1732,1713,19,19,False,False,False,True,False,Observed low geospatial access,Very low availability,Very low availability,0.0639112585504727,0.0,0.3306232043919584,0.0,1.0,78.0,1.0,37.10861575914056,37.18991915905984,1.0,1.0,0.3896932681077784,0.0
170201,MADRE DE DIOS,MANU,MANU,0.0,0.0,0.0,0.0,0.0,35.0,35.0,1.0,69.73338529274783,68.5872534433219,1.0,1.0,0.095866887825709,0.1676413266618169,0.15491005819717826,0.13175410724376294,0.12538847301144362,1731,1821,-90,90,False,False,False,True,False,Observed low geospatial access,Very low availability,Very low availability,0.1917337756514181,0.0,0.2394876095168814,0.0,1.0,35.0,1.0,97.7304940845446,99.34675618055472,1.0,1.0,0.2213000831388261,0.0
021410,ANCASH,OCROS,SANTIAGO DE CHILCAS,2.0,1.0,1.0,0.0,0.0,40.0,40.0,1.0,41.40830231034489,41.14792220281002,1.0,1.0,0.0319556292752363,0.2327237807222988,0.45710750394934785,0.13233970499876754,0.24453156661229208,1730,1480,250,250,True,False,False,True,False,Missing-dominant activity,Very low availability,Low availability,0.0639112585504727,0.0,0.3324625438889983,0.0,1.0,40.0,1.0,30.21270349281075,29.65350429690462,1.0,0.475,0.42801071992763984,0.525
021402,ANCASH,OCROS,ACAS,2.0,1.0,1.0,0.0,0.0,34.0,34.0,1.0,40.54427735114217,41.06565435982086,1.0,1.0,0.0319556292752363,0.2329773876822785,0.2806503143099763,0.1324665084787574,0.1563029717926063,1729,1687,42,42,True,False,False,True,False,Missing-dominant activity,Very low availability,Very low availability,0.0639112585504727,0.0,0.3328248395461122,0.0,1.0,34.0,1.0,35.60192195112391,34.80590568472449,1.0,1.0,0.4009290204428233,0.0
180210,MOQUEGUA,GENERAL SANCHEZ CERRO,UBINAS,0.0,0.0,0.0,0.0,0.0,149.0,149.0,1.0,59.8626506061733,60.9769842370567,1.0,1.0,0.0826041033634331,0.1826748329296064,0.19043168297701576,0.13263946814651975,0.13651789317022445,1728,1780,-52,52,False,False,False,True,False,Observed low geospatial access,Very low availability,Very low availability,0.1652082067268663,0.0,0.2609640470422949,0.0,1.0,149.0,1.0,75.20229672092037,74.00165190169056,1.0,1.0,0.2720452613957368,0.0
021510,ANCASH,PALLASCA,SANTA ROSA,0.0,0.0,0.0,0.0,0.0,30.0,30.0,1.0,42.082062245244536,40.89533833595503,1.0,1.0,0.0319556292752363,0.2335040006779781,0.2614862010951324,0.1327298149766072,0.14672091518518435,1727,1737,-10,10,False,False,False,True,False,Observed low geospatial access,Very low availability,Very low availability,0.0639112585504727,0.0,0.333577143825683,0.0,1.0,30.0,1.0,42.29289573130636,40.89533833595503,1.0,1.0,0.3735517158501891,0.0
180205,MOQUEGUA,GENERAL SANCHEZ CERRO,LA CAPILLA,0.0,0.0,0.0,0.0,0.0,60.0,60.0,1.0,46.79947718314626,47.16138065855945,1.0,1.0,0.0506484740881968,0.2154117520377841,0.2467524846179589,0.13303011306299045,0.14870047935307784,1726,1728,-2,2,False,False,False,True,False,Observed low geospatial access,Very low availability,Very low availability,0.1012969481763936,0.0,0.3077310743396917,0.0,1.0,60.0,1.0,45.89065024186484,46.27239228176916,1.0,1.0,0.352503549454227,0.0
